70,49.2,51,53.7,56.1,56.8,57.2,57.73,59.1,61.3,64.7,67.5,71.3,77.3,83.3,96.9,114.3,138.1
,,,,,,,,,,,,,,,,,
71,50.1,51.8,54.6,57,57.8,58.1,58.67,60.1,62.3,65.7,68.5,72.4,78.4,84.6,98.4,115.9,140.1
72,50.9,52.7,55.5,58,58.7,59,59.61,61,63.2,66.7,69.6,73.5,79.6,85.8,99.8,117.6,142.1
73,51.8,53.6,56.4,58.9,59.6,60,60.55,62,64.2,67.7,70.6,74.6,80.8,87,101.2,119.3,144.1
74,52.7,54.5,57.3,59.8,60.6,60.9,61.49,62.9,65.2,68.7,71.7,75.6,81.9,88.3,102.7,120.9,146.1
75,53.5,55.3,58.2,60.7,61.5,61.8,62.43,63.9,66.2,69.7,72.7,76.7,83.1,89.5,104.1,122.6,148
,,,,,,,,,,,,,,,,,
76,54.4,56.2,59.1,61.7,62.4,62.8,63.37,64.9,67.2,70.8,73.8,77.8,84.2,90.8,105.5,124.3,150
77,55.2,57.1,60,62.6,63.4,63.7,64.32,65.8,68.1,71.8,74.8,78.9,85.4,92,106.9,125.9,152
78,56.1,58,60.9,63.5,64.3,64.7,65.26,66.8,69.1,72.8,75.9,80,86.6,93.3,108.4,127.6,154
79,56.9,58.8,61.8,64.4,65.2,65.6,66.2,67.7,70.1,73.8,76.9,81.1,87.7,94.5,109.8,129.3,156
80,57.8,59.7,62.7,65.4,66.2,66.5,67.15,68.7,71.1,74.8,78,82.2,88.9,95.7,111.2,130.9,158
81,58.7,60.6,63.6,66.3,67.1,67.5,68.09,69.6,72.1,75.8,79,83.3,90.1,97,112.6,132.6,160
82,59.5,61.5,64.5,67.2,68,68.4,69.04,70.6,73,76.9,80.1,84.4,91.2,98.2,114.1,134.3,162
83,60.4,62.4,65.4,68.2,69,69.4,69.99,71.6,74,77.9,81.1,85.5,92.4,99.5,115.5,135.9,164
84,61.3,63.2,66.3,69.1,69.9,70.3,70.93,72.5,75,78.9,82.2,86.6,93.6,100.7,116.9,137.6,166
85,62.1,64.1,67.2,70,70.9,71.2,71.88,73.5,76,79.9,83.2,87.7,94.7,102,118.3,139.3,168
,,,,,,,,,,,,,,,,,
86,63,65,68.1,70.9,71.8,72.2,72.83,74.5,77,80.9,84.3,88.8,95.9,103.2,119.8,140.9,170
87,63.9,65.9,69,71.9,72.7,73.1,73.78,75.4,78,82,85.3,89.9,97.1,104.5,121.2,142.6,172
88,64.7,66.8,69.9,72.8,73.7,74.1,74.73,76.4,78.9,83,86.4,91,98.2,105.7,122.6,144.3,174
89,65.6,67.7,70.8,73.7,74.6,75,75.68,77.3,79.9,84,87.4,92.1,99.4,106.9,124,145.9,176
90,66.5,68.6,71.8,74.7,75.6,76,76.63,78.3,80.9,85,88.5,93.1,100.6,108.2,125.5,147.6,178
,,,,,,,,,,,,,,,,,
91,67.4,69.4,72.7,75.6,76.5,76.9,77.58,79.3,81.9,86,89.5,94.2,101.7,109.4,126.9,149.3,180
92,68.2,70.3,73.6,76.6,77.4,77.8,78.53,80.2,82.9,87.1,90.6,95.3,102.9,110.7,128.3,150.9,182
93,69.1,71.2,74.5,77.5,78.4,78.8,79.48,81.2,83.9,88.1,91.6,96.4,104.1,111.9,129.7,152.6,184
94,70,72.1,75.4,78.4,79.3,79.7,80.43,82.2,84.9,89.1,92.7,97.5,105.3,113.2,131.2,154.3,186
95,70.9,73,76.3,79.4,80.3,80.7,81.39,83.1,85.8,90.1,93.7,98.6,106.4,114.4,132.6,155.9,188
,,,,,,,,,,,,,,,,,
96,71.7,73.9,77.2,80.3,81.2,81.6,82.34,84.1,86.8,91.1,94.8,99.7,107.6,115.7,134,157.6,190
97,72.6,74.8,78.2,81.2,82.2,82.6,83.29,85.1,87.8,92.2,95.8,100.8,108.8,116.9,135.5,159.3,192
98,73.5,75.7,79.1,82.2,83.1,83.5,84.25,86,88.8,93.2,96.9,101.9,109.9,118.2,136.9,160.9,194
99,74.4,76.6,80,83.1,84.1,84.5,85.2,87,89.8,94.2,97.9,103,111.1,119.4,138.3,162.6,196
100,75.2,77.5,80.9,84.1,85,85.4,86.16,88,90.8,95.2,99,104.1,112.3,120.6,139.7,164.3,198
,,,,,,,,,,,,,,,,,
101,76.1,78.4,81.8,85,86,86.4,87.12,88.9,91.8,96.3,100,105.2,113.4,121.9,141.2,165.9,200
102,77,79.3,82.7,85.9,86.9,87.3,88.07,89.9,92.8,97.3,101.1,106.3,114.6,123.1,142.6,167.6,202
103,77.9,80.2,83.7,86.9,87.8,88.3,89.03,90.9,93.8,98.3,102.2,107.4,115.8,124.4,144,169.2,204
104,78.8,81.1,84.6,87.8,88.8,89.2,89.99,91.9,94.8,99.3,103.2,108.5,116.9,125.6,145.4,170.9,206
105,79.6,82,85.5,88.8,89.7,90.2,90.94,92.8,95.7,100.4,104.3,109.6,118.1,126.9,146.9,172.6,208
,,,,,,,,,,,,,,,,,
106,80.5,82.8,86.4,89.7,90.7,91.1,91.9,93.8,96.7,101.4,105.3,110.7,119.3,128.1,148.3,174.2,210
107,81.4,83.7,87.4,90.7,91.6,92.1,92.86,94.8,97.7,102.4,106.4,111.8,120.4,129.4,149.7,175.9,212
108,82.3,84.6,88.3,91.6,92.6,93.1,93.82,95.7,98.7,103.4,107.4,112.9,121.6,130.6,151.1,177.6,214
109,83.2,85.5,89.2,92.5,93.5,94,94.78,96.7,99.7,104.5,108.5,114,122.8,131.9,152.6,179.2,216
110,84.1,86.4,90.1,93.5,94.5,95,95.74,97.7,100.7,105.5,109.5,115.1,124,133.1,154,180.9,218
,,,,,,,,,,,,,,,,,
111,85,87.3,91,94.4,95.5,95.9,96.7,98.7,101.7,106.5,110.6,116.2,125.1,134.3,155.4,182.6,220
112,85.8,88.3,92,95.4,96.4,96.9,97.66,99.6,102.7,107.5,111.7,117.3,126.3,135.6,156.9,184.2,222
113,86.7,89.2,92.9,96.3,97.4,97.8,98.62,100.6,103.7,108.6,112.7,118.4,127.5,136.8,158.3,185.9,224
114,87.6,90.1,93.8,97.3,98.3,98.8,99.58,101.6,104.7,109.6,113.8,119.5,128.6,138.1,159.7,187.6,226
115,88.5,91,94.7,98.2,99.3,99.7,100.54,102.5,105.7,110.6,114.8,120.6,129.8,139.3,161.1,189.2,228
,,,,,,,,,,,,,,,,,
116,89.4,91.9,95.7,99.2,100.2,100.7,101.5,103.5,106.7,111.7,115.9,121.7,131,140.6,162.6,190.9,230
117,90.3,92.8,96.6,100.1,101.2,101.7,102.46,104.5,107.7,112.7,116.9,122.8,132.1,141.8,164,192.6,232
118,91.2,93.7,97.5,101.1,102.1,102.6,103.43,105.5,108.7,113.7,118,123.9,133.3,143.1,165.4,194.2,234
119,92.1,94.6,98.5,102,103.1,103.6,104.39,106.4,109.7,114.7,119.1,125,134.5,144.3,166.8,195.9,236
120,93,95.5,99.4,103,104,104.5,105.35,107.4,110.7,115.8,120.1,126.1,135.7,145.6,168.3,197.6,238
121,93.9,96.4,100.3,103.9,105,105.5,106.31,108.4,111.6,116.8,121.2,127.2,136.8,146.8,169.7,199.2,240
122,94.7,97.3,101.2,104.9,105.9,106.4,107.28,109.4,112.6,117.8,122.2,128.3,138,148.1,171.1,200.9,242
123,95.6,98.2,102.2,105.8,106.9,107.4,108.24,110.3,113.6,118.9,123.3,129.4,139.2,149.3,172.6,202.6,244
124,96.5,99.1,103.1,106.8,107.9,108.4,109.21,111.3,114.6,119.9,124.4,130.5,140.3,150.6,174,204.2,246
125,97.4,100,104,107.7,108.8,109.3,110.17,112.3,115.6,120.9,125.4,131.6,141.5,151.8,175.4,205.9,248
,,,,,,,,,,,,,,,,,
126,98.3,100.9,105,108.7,109.8,110.3,111.14,113.3,116.6,121.9,126.5,132.7,142.7,153,176.8,207.6,250
127,99.2,101.8,105.9,109.6,110.7,111.2,112.1,114.3,117.6,123,127.5,133.8,143.9,154.3,178.3,209.2,252
128,100.1,102.8,106.8,110.6,111.7,112.2,113.07,115.2,118.6,124,128.6,134.9,145,155.5,179.7,210.9,254
129,101,103.7,107.8,111.5,112.6,113.2,114.03,116.2,119.6,125,129.6,136,146.2,156.8,181.1,212.6,256
130,101.9,104.6,108.7,112.5,113.6,114.1,115,117.2,120.6,126.1,130.7,137.1,147.4,158,182.5,214.2,258
,,,,,,,,,,,,,,,,,
131,102.8,105.5,109.6,113.4,114.6,115.1,115.96,118.2,121.6,127.1,131.8,138.2,148.5,159.3,184,215.9,260
132,103.7,106.4,110.6,114.4,115.5,116,116.93,119.1,122.6,128.1,132.8,139.3,149.7,160.5,185.4,217.6,262
133,104.6,107.3,111.5,115.3,116.5,117,117.9,120.1,123.6,129.2,133.9,140.4,150.9,161.8,186.8,219.2,264
134,105.5,108.2,112.4,116.3,117.4,118,118.87,121.1,124.6,130.2,134.9,141.5,152,163,188.3,220.9,266
135,106.4,109.1,113.3,117.2,118.4,118.9,119.83,122.1,125.6,131.2,136,142.6,153.2,164.3,189.7,222.6,268
,,,,,,,,,,,,,,,,,
136,107.3,110,114.3,118.2,119.4,119.9,120.8,123.1,126.6,132.2,137.1,143.7,154.4,165.5,191.1,224.2,270
137,108.2,111,115.2,119.1,120.3,120.9,121.77,124,127.6,133.3,138.1,144.8,155.6,166.8,192.5,225.9,272
138,109.1,111.9,116.2,120.1,121.3,121.8,122.74,125,128.6,134.3,139.2,145.9,156.7,168,194,227.6,274
139,110,112.8,117.1,121,122.2,122.8,123.71,126,129.6,135.3,140.2,147,157.9,169.3,195.4,229.2,276
140,110.9,113.7,118,122,123.2,123.7,124.67,127,130.6,136.4,141.3,148.1,159.1,170.5,196.8,230.9,278
,,,,,,,,,,,,,,,,,
141,111.8,114.6,118.9,123,124.2,124.7,125.64,128,131.6,137.4,142.4,149.2,160.2,171.8,198.3,232.6,280
142,112.7,115.5,120,123.9,125.1,125.7,126.66,129,132.6,138.5,143.5,150.3,161.4,173,199.7,234.2,282
143,113.5,116.3,120.8,124.9,126.1,126.7,127.59,129.9,133.6,139.5,144.5,151.4,162.6,174.2,201.1,235.9,284
144,114.4,117.2,121.8,125.9,127.1,127.6,128.52,130.9,134.6,140.5,145.5,152.5,163.8,175.5,202.5,237.6,286
145,115.3,118.2,122.7,126.8,128,128.6,129.54,132,135.7,141.6,146.6,153.6,164.9,176.7,204,239.2,288
,,,,,,,,,,,,,,,,,
146,116.3,119.2,123.7,127.8,129,129.5,130.46,132.9,136.6,142.6,147.6,154.7,166.1,178,205.4,240.9,290
147,117.2,120.1,124.6,128.7,129.9,130.5,131.44,133.9,137.6,143.6,148.8,155.8,167.3,179.2,206.8,242.6,292
148,118.1,121,125.5,129.6,130.9,131.4,132.38,134.8,138.6,144.7,149.8,156.9,168.5,180.5,208.2,244.2,294
149,119,121.9,126.4,130.6,131.8,132.5,133.4,135.8,139.6,145.7,150.8,158,169.6,181.7,209.7,245.9,296
150,119.9,122.8,127.4,131.6,132.8,133.4,134.39,136.8,140.7,146.7,151.9,159.1,170.8,183,211.1,247.6,298
